BAN966792,HG 1/144 FOREVER GUNDAM,24.0,19.8347,"The latest kit in the Gunpla Builders series is the Forever Gundam.  The Forever Gundam looks to be a pumped up version of the RX-78-2 complete with Hyper Bazooka, Beam Sabers, Gundam Hammer, Funnels, and Beam Rifles. Talk about loaded.  Foil stickers are also provided. ",128,Model Kit - High Grade,1/144,4543112667922,15853,100,1
BAN73326,1/144 HGUC QUBELEY,18.0,14.876,"This fine new Qubeley kit is part of Bandai's High Grade ""Universal Century"" series. Typical Bandai quality all-around (that means full-poseability with poly-caps, and snap assembly), plus several nice sets of hands to really give the kit a realistic atmosphere. Comes with stickers for the details that are not molded in color. ",130,Model Kit - HGUC,1/144,4902425733265,25531,100,1
BAN75486,1/144 HGUC GUNTANK,9.6,7.9339,"Driven by Hayato, and almost as regular a fixture in the original anime as Amuro and the Gundam, the Guntank has languished for years with only a sub-par kit to represent it. Bandai has now corrected this injustice with a top-quality HG rendering of this longtime favorite!Tracks are made of flexible, easy to assemble plastic strips, but they don't move on the completed kit. Arms, back cannons and cockpit/head are posable. Molded in the final colors and featuring snap-fit assembly. ",101,Model Kit - HGUC,1/144,4902425754864,19714,100,1
BAN75894,1/144 HGUC GOUF,9.6,7.9339,"Yes, the Gouf has already been redone in 1/144 with the Gouf Custom from ""08th MS Team,"" but this version is much more true to the original appearance of the machine from the 1979 Gundam television series.Kit details are what you would expect in any modern Bandai mecha kit release (full posability, color molding, snap assembly, etc.). This kit also comes with the ""heat rod"" whip-like weapon, a shield that can store the heat saber, backpack, Zaku machine gun, and a 75mm finger cannon. Stickers are included for parts not molded in color. ",101,Model Kit - HGUC,1/144,4902425758947,17093,100,1
BAN900568,1/144 HGUC MSM-07S Z'GOCK(CHAR'S CUSTOM),8.4,6.9421,HG version of the MSM-07S. This is the specially modified version as piloted by Char. Molded in Bandai's patented multi-gate technology which allows multiple colors on one tree. Painting is not required. Posable via multi-segmented arms and legs. Claws are moveable. The thrusters on back can also be moved. ,101,Model Kit - HGUC,1/144,4543112005687,25386,100,1
BAN901787,1/144 HGUC RGM-79 GM,8.4,6.9421,"The classic ""blow me up, please!"" good guy-mecha from Gundam. Overall, this is one of the simplest kit of the series. All important joints move, snap-assembly, molded in color, extensive stickers and decals, two sets of hands, multiple weapons and shield. ",101,Model Kit - HGUC,1/144,4543112017871,25298,100,1
BAN949604,1/144 HGUC ACGUY,16.8,13.8843,"Excellent HGUC kit of the MSM-04 Acguy amphibious mobile suit as it appeared in the classic ""Mobile Suit Gundam"" anime series. Once completed, it features nicely articulated joints with poseable claws and comes with optional parts for extending its arms. It's also possible to equip Acguy with six-tube missile launchers on both arms. Highly recommended! ",101,Model Kit - HGUC,1/144,4543112496041,24648,100,1
BAN969481,1/144 HGUC GUNPLA START SET　②,16.8,13.8843,"For those looking to get into the Gunpla Hobby, here's the perfect fit.  This set includes the HG RX-78-2 Version G30th and comes with a 'Step Up Manual' that will show you little tips and tricks to give your model a better look. It also comes with a Gundam panel line marker!",101,Model Kit - HGUC,1/144,4543112694812,23341,100,1
BAN958763,MG G ARMOR REAL TYPE COLOR Ver.,117.6,97.1901,"This massive box set release marks the beginning of Bandai's MG line of MSV-R Mobile Suits based on legendary Gundam designer Kunio Okawara's redrawn Mobile Suit designs in celebration of the 30th anniversary of ""Mobile Suit Gundam""! Modelers get to build two impressive MG kits in this set that consists of previously-released Gundam and G-Fighter that have now been molded in Real Type colors!Gundam's snap-fit plastic parts come molded in color so no painting is necessary. Its incredibly well-engineered inner frame is capable of striking dynamic and realistic poses. The transformable Core Fighter can be docked inside Gundam to become its cockpit. Gundam's movements are not restricted even when the Core Fighter is docked inside its torso, thanks to its ingeniously designed and intricately detailed inner frame!The Mobile Suit's armaments include a beam rifle with removable super napalm attachment, two beam sabers, shield, hyper bazooka, Gundam Hammer, and beam javelin. Three unpainted (molded in white) 1/100 figures of Amuro Ray--two standing (casual wear and pilot suit) and one sitting--are also provided. Then we have the air support unit G-Fighter that boasts impressive realistic mechanical detail, right down to the insides of its container compartment and main generator! G-Fighter consists of two main separable components: G-Part A and G-Part B. Both parts are made to combine with the Gundam Real Type Color Ver.2.0 kit to form its six G-Modules: G-Bull, G-Bull Easy, G-Armor, G-Fighter, G-Sky, G-Sky Easy, and Gundam High Mobility Type (Gundam Sky). The G-Fighter can also be used as a Sub Flight System whereby the Gundam stands atop the spacecraft with stoppers holding its feet in place. Accessories include a shield, Hyper Hammer, landing gears, and a support arm attachment that connects to Action Base 1 Gray (shown below, sold separately) for mid-flight displays. Also provided are same-scale figures (molded in white) of Sayla Mass and Sleggar Law (both characters in standing and sitting poses), plus two crew members. Marking stickers and dry transfer decals are also included for adding custom detail to your completed models. ",101,Model Kit - Master Grade,1/100,4543112587633,21563,100,1
BAN965298,MG 1/100 RE-ZEL,57.6,47.6033,Continuing the line of Unicorn Gundam Master Grade kits is the MG ReZEL. The ReZEL is able to fully transform into its Wave Rider form thanks to some ingenious engineering. The legs fold completely when transforming which means this kit will be able to assume some mean standing poses! The included Beam Sabers are capable of mounting onto the fore-arms and the same mount is used to attach the rifle.The hatch opens to reveal the included 1/100 scale pilot figure. All pieces are molded in color and snap-fit so no glue or paint are required. Clear parts and marking stickers are also provided. ,115,Model Kit - Master Grade,1/100,4543112652980,20165,100,1
BAN965506, 1/60 PG STRIKE FREEDOM GUNDAM,300.0,247.9339,"The newest Perfect Grade kit is none other than the Strike Freedom Gundam! The Strike Freedom, with its expandable Super Dragoons, is the largest PG kit ever released. Completely new molds were used in the production of this kit and Bandai has outdone themselves when it comes to engineering something made of so many small (and not so small) parts, particularly in the joints and armor where the gold frame parts are viewable. Bandai has designed new, sturdier joints to hold this hefty kit once it is completed, and it includes weapons and accessories such as the Beam Shield, two Beam Rifles, two Railguns, eight Super Dragoons, a display base, and an LED unit for the head!  Plus Katoki Hajime's notorious plethora of markings! Are you game? ",110,Model Kit - Perfect Grade,1/60,4543112655066,20006,100,1
BAN965511,RG MS-06S ZAKU Ⅱ,30.0,24.7934,"The second release in Bandai's new ""Real Grade"" series is Char's Zaku II! Just like the first kit in the Real Grade line, the RX-78-2 (linked below), the Zaku II packs an amazing level of detail (think MG or PG) into an HG-size kit, complete with dynamic action and moving features.  The perfect counterpart to the RG Gundam, the Zaku II comes with the same kind of posable inner frame, piping, and enough markings to keep you busy for some time.  Bandai continues to raise the bar.  Now, which Gundam will be RG#3? ",101,Model Kit - Real Grade,1/144,4543112655110,718,100,1
BAN948216,ACTION BASE  (GRAY),6.6,5.4545,"Bandai's Action Base is designed to hold kits from their SD Gundam, 1/144 scale models, HGUC, HG Gundam Seed, 1/100 scale models, MG, and Real Robot Revolution series. No other display bases from other companies come close what this amazing display base allows you to do!Action Base 1 is a plastic injection snap-fit assembly kit that requires very little work to assemble. No cement or paint required! The octagon base and the square part that can be connected to any one of its sides come with cool mechanical detailing and panel lines, plus a total of 10 holes for placing the support pole for the main stand to adjust the main stand's height. The support pole has an ingenious locking mechanism that allows it to extend or retract and is strong enough to hold the main stand in place. The main stand itself can also be extended upwards to pose your kit in a much higher position.The set comes with three different sizes (8mm, 9mm, and 11mm) of U-shaped holders, peg-type holders, and screw-on type holders (two screws and a nut are included) for attaching the main stand to the crotch of the kit. When using the U-shaped or screw-on holders, double-sided tape (small quantity included) should be applied in between the crotch of the kit and the holders to hold it in place. A name plate is included that can be attached to any one of the holes on the base. (The package notes that there may be cases of a kit not able to fit.)Each Action Base 1 can be attached to up to six other Action Base 1s for you to create an amazing display filled with Gundam kits or other robot kits striking cool action poses! Check out the other color variations, linked below! ","",Model Kit - Action Base,"",4543112482167,19161,100,1
BAN948217,ACTION BASE  (WHITE),6.6,5.4545,"Bandai's Action Base is designed to hold kits from their SD Gundam, 1/144 scale models, HGUC, HG Gundam Seed, 1/100 scale models, MG, and Real Robot Revolution series. No other display bases from other companies come close what this amazing display base allows you to do!Action Base 1 is a plastic injection snap-fit assembly kit that requires very little work to assemble. No cement or paint required! The octagon base and the square part that can be connected to any one of its sides come with cool mechanical detailing and panel lines, plus a total of 10 holes for placing the support pole for the main stand to adjust the main stand's height. The support pole has an ingenious locking mechanism that allows it to extend or retract and is strong enough to hold the main stand in place. The main stand itself can also be extended upwards to pose your kit in a much higher position.The set comes with three different sizes (8mm, 9mm, and 11mm) of U-shaped holders, peg-type holders, and screw-on type holders (two screws and a nut are included) for attaching the main stand to the crotch of the kit. When using the U-shaped or screw-on holders, double-sided tape (small quantity included) should be applied in between the crotch of the kit and the holders to hold it in place. A name plate is included that can be attached to any one of the holes on the base. (The package notes that there may be cases of a kit not able to fit.)Each Action Base 1 can be attached to up to six other Action Base 1s for you to create an amazing display filled with Gundam kits or other robot kits striking cool action poses! Check out the other color variations, linked below! ","",Model Kit - Action Base,"",4543112482174,19141,100,1
BAN950540,ACTION BASE2 GRAY,5.4,4.4628,"Perfect for displaying small-scale Gundam model kits, Action Base 2 is designed to hold kits from Bandai's HGUC, FG, HG Gundam 00, HG Gundam Seed, 1/144-scale models, and SD Gundam series. No other display bases from other companies come close to what this amazing display base allows you to do!Action Base 2 is a plastic injection snap-fit assembly kit that requires very little work to assemble. No cement or paint required! The trapezium bases (two included) come with cool mechanical detailing and panel lines, with one hole per base for placing the stand. The stand can be extended upwards for posing your kit in a much higher position, and the angle of the stand can also be adjusted to lift or lower your kit. The stand can also be used on Action Base 1 to pose two kits on a single base in close combat!The set comes with two different sizes (6mm and 7mm) of U-shaped holders, two peg-type holders, and one screw-on type holder (four screws and three nuts are included) for attaching the main stand to the crotch of your kit. When using the U-shaped or screw-on holders, double-sided tape should be applied in between the crotch of the kit and the holders to help hold it in place. (The package notes that there may be cases of a kit not able to fit.)Each Action Base 2 (two trapezium bases combined) can be attached to up to six other Action Base 2s for you to create an amazing display filled with Gundam kits or other robot kits striking cool action poses! Check out the other color variations, linked below! ","",Model Kit - Action Base,"",4543112505408,18875,100,1
BAN955746,HG OO GUNDAM,12.0,9.9174,"The star Mobile Suit from the second season of ""Gundam 00"" is now a sharp snap-fit model kit! 00 Gundam comes in easy-to-assemble plastic parts that are molded in color, along with a sheet of foil stickers, so painting is not necessary (but would add a more realistic appearance). Upon completion, its polycapped joints will give the Mobile Suit a wide range of motion for a world of posing possibilities! The Twin Drive System (GN Drives on each shoulder) are flexible, and the included pair of GN Sword II can switch between Sword Mode and Rifle Mode. A fine kit of a well-designed mech! ",120,Model Kit - High Grade,1/144,4543112557469,27443,100,1
BAN958761,HG GUNDAM EXIA REPAIR Ⅱ,14.4,11.9008,"Setsuna's Gundam Exia Repair II made its first--and final--appearance in the last episode of the second season of ""Gundam 00,"" where it took part in the final decisive battle against Ribbons' 0 Gundam. This snap-fit HG kit comes sharply molded in color and will be fully articulated with polycapped joints upon completion. New features in this kit that set it apart from the previous HG Gundam Exia plastic kit are improved hip joints that allow for wider range of leg movements, an optional part to set its GN Drive in boost mode, and ""repaired"" parts for its shoulders, legs, and rear armor, as well as a brand-new GN Sword Custom that can switch to rifle mode. It also comes with its GN Beam Saber, shield, and a sheet of foil stickers. ",120,Model Kit - High Grade,1/144,4543112587619,27433,100,1
BAN958760,HG O GUNDAM OPERATION MODE,14.4,11.9008,"The prototype Mobile Suit piloted by Innovator Ribbons Almark makes its plastic kit debut with this sharp entry in Bandai's HG series of snap-fit kits! 0 Gundam comes molded in color and will be fully poseable with polycapped joints upon completion. It can be equipped with either a GN Particle Condenser or a GN Drive, and the included weaponry consists of two Beam Sabers, a Beam Gun, and a Gundam Shield. A sheet of foil stickers is provided.",120,Model Kit - High Grade,1/144,4543112587602,27357,100,1
BAN959439,HG SUSANO,18.0,14.876,"An upgraded version of the Masurao, Susanowo made its first appearance in the second season of the ""Gundam 00"" anime, piloted by Mr Bushido, and battled against 00 Raiser. This snap-fit plastic kit release of the samurai-themed Mobile Suit comes molded in color and will be fully poseable with polycapped joints upon completion. Its chest can be opened to reveal its Tri Punisher cannon. Susanowo can be armed with the included Unryu and Shiranui swords, which can be connected to form a Souten double-bladed weapon. A display base and a sheet of foil stickers are provided. ",120,Model Kit - High Grade,1/144,4543112594396,27352,100,1
BAN959937,HG ARIOS GUNDAM GNHW/M,21.6,17.8512,"The variable Arios Gundam, complete with weapon loadouts used in the final battle in the second season of ""Gundam 00,"" is now offered as a snap-fit HG plastic kit! It can switch between its Mobile Suit and Flight Mode, and comes with a GN cannon, two GN missile containers, GN twin beam rifle, and two GN Beam Sabers. A sheet of foil stickers is provided.",120,Model Kit - High Grade,1/144,4543112599377,27272,100,1
BAN959946,HG SERAVEE GUNDAM GNHW/B,21.6,17.8512,"Packed with a good balance of defensive and offensive equipments for the final battle in the second season of the ""Gundam 00"" anime, Seravee Gundam GNHW/B is now offered as a HG snap-fit plastic kit from Bandai! The Mobile Suit comes molded in color and will be fully articulated with polycapped joints upon completion. Includes a pair of GN Bazooka II, four GN Cannons, and four GN Field Generators. The GN Cannons on its waist and the GN Field Generators can slide open. GN Cannons on Seravee Gundam's waist and the included GN Beam Machine Gun can be used on HG Seraphim Gundam (sold separately). A sheet of foil stickers is included.",120,Model Kit - High Grade,1/144,4543112599469,27195,100,1
BAN959947,HG REBORNS GUNDAM,24.6,20.3306,"The Reborns Gundam is a variable Mobile Suit that can switch between its Cannon Mode and the powerful flight-capable Gundam Mode. This HG kit of Ribbons' personal machine comes molded in color and will be fully articulated with polycapped joints upon completion. Just like its anime counterpart, it can switch between its two modes. Weapons include a GN Buster Rifle, four large-type GN Fin Fangs, a GN Shield with sides that can slide open, and two large-type GN Beam Sabers. A sheet of foil stickers is provided. ",120,Model Kit - High Grade,1/144,4543112599476,27181,100,1
BAN960996,HG OO RAISER+GN SWORDⅢ,24.0,19.8347,"Here's a superb set that not only pairs up the previously-released HG 00 Gundam with HG 0 Raiser, it also includes its most powerful weapon GN sword III with a clear pink beam effect part! Both kits come molded in color and 00 Gundam will be fully articulated with polycapped joints upon completion. Like its anime counterpart, 0 Raiser can dock with 00 Gundam to form 00 Raiser. Weapons include two GN sword IIs and one GN sword III that can switch to GN rifle II and GN rifle IIIs respectively, two GN beam sabers, and a shield. Foil stickers are included for detail. A black stand is also provided to assist with displaying the completed model in dynamic mid-air poses.",120,Model Kit - High Grade,1/144,4543112609960,27092,100,1
BAN961935,HG OO GUNDAM SEVEN SWORD/G,19.2,15.8678,"Bandai's High Grade Universal Century kit line continues to get better and better and nowhere is this in evidence more than on the latest kit, the 00 Gundam Seven Sword/G. This is a lot of kit for a retail price of 1,600 yen! Molded in color with clear parts and marking stickers. As always, plenty of poly-caps are used to ensure a great amount of articulation. Weapons include GN Sword II Blaster, GN Buster Sword II (assembles in shield and sword mode), GN Katar, GN Sword II Long (assembles in rifle and sword mode), GN Sword II Short, and GN Beam Saber. That's a lot of firepower! Stand is NOT included. ",120,Model Kit - High Grade,1/144,4543112619358,19688,100,1
BAN964561,HG OO QAN[T],19.2,15.8678,"From Gundam 00, Awakening of the Trailblazer comes the QAN[T] or Quanta as it's sometimes spelled. The QAN[T] comes with clear parts for the lenses on the face, chest, elbows & knees, as well as 'Sword bits' that come together to make the GN Sword V (in both Buster Sword and Buster Rifle modes). His GN Shield attaches to his shoulder and articulates nicely. A custom display stand is also included. ",120,Model Kit - High Grade,1/144,4543112645616,26951,100,1
BAN964562,HG GUNDAM ZABANYA,21.6,17.8512,"The Zabaniya will be seen in the upcoming Gundam anime, Awakening of the Trailblazer, but you can get your hands on this mobile suit right now! The Zabaniya comes with many 'GN Bits', such as the Rifle Bit II, Pistol Bit, Holster Bit as well as GN Missile Pods! Poly-caps for the joints and marking stickers are also provided. ",120,Model Kit - High Grade,1/144,4543112645623,26950,100,1
BAN965507,HG BRAVE (COMMANDER TEST TYPE),19.2,15.8678,"The HG Brave Commander Test Type comes molded in its distinct blue and snap-fits together so no paint or glue are required. It can change from its Stand Position mode to its Cruise Position mode easily thanks to some nifty engineering from Bandai. For weapons, the Commander Type comes with its GN Beam Saber and Beam Rifle. A display stand and marking stickers are also provided. ",120,Model Kit - High Grade,1/144,4543112655073,26908,100,1
BAN951246,HG EXIA,14.4,11.9008,"Bandai begins their HG Gundam 00 lineup with this sharp 1/144-scale kit of Setsuna F. Seiei's personal Mobile Suit, Gundam Exia! Molded in color, this snap-fit assembly kit will be articulated with plenty of polycap joints upon completion. Weapons include GN long blade, GN short blade, GN beam saber, GN beam dagger, GN shield, and GN sword that can switch between rifle mode and gun mode. A sheet of foil stickers is included for detail. Not a drop of glue or paint required, although painting it would add a more realistic appearance. ",120,Model Kit - High Grade,1/144,4543112512468,26711,100,1
BAN951921,HG GUNDAM KYRIOS,18.0,14.876,"Bandai's HG Gundam 00 lineup now gets a cool snap-fit assembly kit of Allelujah Haptism's personal Mobile Suit, the variable Gundam Kyrios! Molded in color, it will be articulated with plenty of polycap joints upon completion and can switch between MS Mode and Flight Position. Weapons include a GN beam submachine gun and a GN shield that can be converted into a claw. A sheet of foil stickers is included for detail. Not a drop of glue or paint required, although painting it would add a more realistic appearance. ",120,Model Kit - High Grade,1/144,4543112519214,16632,100,1
BAN953121,HG GUNDAM THRONE ZWEI,19.2,15.8678,"Piloted by Michael Trinity and later by Ali Al Saachez in ""Gundam 00,"" Gundam Throne Zwei is one wild Mobile Suit to contend with in battle! Capable of dishing out strong melee attacks with its giant GN buster sword, and annihilating its targets through its remotely controlled GN fangs, it's a master at both close-up and long-range attacks! This sharply molded kit has polycap joints and will be fully articulated upon completion. Weapons include a GN buster sword, GN hand gun attached to its left arm, and GN fangs (non-deployable). A sheet of foil stickers is included for detail. Not a drop of glue or paint required, although painting it would add a more realistic appearance. ",120,Model Kit - High Grade,1/144,4543112531216,26608,100,1
BAN953262,HG GUNDAM NADLEE,14.4,11.9008,"Gundam Nadleeh, the secret Mobile Suit that resides beneath Gundam Virtue's heavy armor, is offered in plastic kit form and will be fully articulated with polycap joints upon completion. It comes molded in color and uses soft plastic for its hair-like connector cords. Weapons include a GN beam rifle with beam blade attachment, GN shield, and two GN beam sabers. It can also wield the two GN cannons that come with HG Gundam Virtue. A sheet of foil stickers is included for detail. Not a drop of glue or paint required, although painting it would add a more realistic appearance. ",120,Model Kit - High Grade,1/144,4543112532626,26520,100,1
BAN957477,HG GN ARCHER,14.4,11.9008,"Serving as a support unit for Arios Gundam, GN (pronounced ""Gun"") Archer is a variable Mobile Suit piloted by super soldier Soma Peries (Marie Parfacy)--and it's now offered as this cool plastic kit! The mecha comes molded in color and features simple snap-fit assembly, so it can be completed without cement or paint. A pair of GN Beam Rifles are included, and the mecha can switch between its Mobile Suit and Mobile Armor modes upon completion. It can be attached to the back of HG Arios Gundam (sold separately) in Mobile Armor mode, and parts are also included to attach GN Archer's boosters to the back of HG 00 Gundam (also sold separately). ",120,Model Kit - High Grade,1/144,4543112574770,16422,100,1
BAN957734,HG OO-RAISER DESIGNER'S COLOR Ver.,21.6,17.8512,"Here's a great box set that pairs up HG 00 Gundam with HG 0 Raiser, with both molded in the same light-toned color scheme as mecha designer Kanetake Ebikawa's concept illustration of the Mobile Suit! There's a new sheet of original marking stickers, too.This snap-fit kit allows you to build a sharply detailed and very poseable 00 Gundam along with its support unit 0 Raiser, which can be docked to the back of the Mobile Suit to form the powered-up 00 Raiser. The Twin Drive System (GN Drives on each shoulder) are flexible, and the included pair of GN Sword II can switch between Sword Mode and Rifle Mode. A sheet of foil stickers and a display base are provided. ",120,Model Kit - High Grade,1/144,4543112577344,16316,100,1
BAN960246,HG O GUNDAM,14.4,11.9008,"Here's a sharp HG snap-fit kit of Ribbons Almark's 0 Gundam molded in its gray-and-white prototype color scheme based on its anime counterpart in ""Gundam 00."" It will be fully articulated with polycapped joints upon completion. Includes a beam gun, beam saber (handle only), Gundam shield, and a clear GN feather effect part for recreating the scene in the first episode of the show's second season. A sheet of foil stickers is also provided. Note: The Action Base 2 Sparkle Clear Green display base shown in the pictures below is not included.",120,Model Kit - High Grade,1/144,4543112602466,25939,100,1
BAN963278,HG GUNDAM AVALANCHE EXIA DASH,24.0,19.8347,"Setsuna F Seiei's Mobile Suit, the Avalanche Exia Dash, is the newest injection kit in Bandai's HG line. This kit comes molded in color and will be highly articulated upon completion thanks to the use of poly-caps and the excellent engineering from Bandai. For weapons, the 'Dash' comes fully loaded with its GN Claws, GN Sword, GN Beam Saber, GN Short Blade, GN Long Blade, GN Beam Dagger, and GN Vulcans. A three-piece stand is also included which can be used to store the GN Claws when they are not attached to the feet. Foil stickers are also included.",120,Model Kit - High Grade,1/144,4543112632784,17939,100,1
BAN952227,1/100 GUNDAM EXIA,27.6,22.8099,"Sharply molded in color parts, this 1/100-scale, non-grade plastic kit of Gundam Exia can take on a wide range of poses upon completion, thanks to the use of polycaps in its joints. It's fully equipped with its signature weaponry, including a GN sword that can switch to GN sword rifle mode, and foldable shoulder antennas. Not a drop of glue or paint required (although painting will improve the finished results)! A sheet of foil stickers is included for detail along with a joint part for use with Bandai's Action Base 1 to set Gundam Exia in mid-air poses.",120,Model Kit - High Grade,1/100,4543112522276,17617,100,1
BAN952244,1/100 GUNDAM DYNAMES,27.6,22.8099,"This second entry in Bandai's 1/100-scale, non-grade ""Gundam 00"" plastic kit series is the sharpshooter Gundam Dynames, as piloted by Lockon Stratos in the show. Sharply molded in color parts, Gundam Dynames will be fully poseable after completion with its polycap joints allowing for a wide range of dynamic poses. Features include foldable shoulder antennas, the antenna on its head that can slide down for gun camera mode, flexible GN shield, and a removable GN full shield attachment that can fold out to guard the Mobile Suit's front. Gundam Dynames is well armed with weaponry including a GN sniper rifle, twin GN beam pistols that can be stored in its holsters, and two GN beam sabers. Not a drop of glue or paint required (although painting will improve the finished results)! A sheet of foil stickers is included for detail along with a joint part for use with Bandai's Action Base 1 to set Gundam Dynames in mid-air poses.",120,Model Kit - High Grade,1/100,4543112522443,17606,100,1
BAN952368,1/100 GUNDAM KYRIOS,31.2,25.7851,"Allelujah Haptism's Gundam Kyrios is the third Mobile Suit featured in Bandai's 1/100-scale ""Gundam 00"" plastic kit series. The variable Mobile Suit will be fully poseable and transformable into flight mode upon completion, thanks to the use of polycap joints. Features include foldable shoulder antennas, GN shield that separates into a claw, and GN beam submachine gun that can be attached to its right arm. Not a drop of glue or paint required (although painting will improve the finished results)! A sheet of foil stickers is included for detail along with two joint parts for use with Bandai's Action Base 1 to set Gundam Kyrios in mid-air poses or in flight mode.",120,Model Kit - High Grade,1/100,4543112523686,17592,100,1
